OSTbeta,STATH,MAPK10,PLEKHG5,ERO1L,ZNF711,ZNF385,OR52E8,SLC5A11,P4HA3,LHFPL4,MGC33657,CAPZB,RBM15B,C1orf176,KLF3,OLFM4,NBR2,CCDC64,NUP210,HEMGN,SLC25A3,LEF1,MVD,OTUD3,KIAA1949,SLC44A3,ZNF775,THY1,DYNC1I2,CYP1A1,SPTA1,CLEC4M,RXFP3,TSHR,C7,CRYBB2,PPAPDC3,TXNL4B,CHST9,HACE1,AYTL1,PRSS35,ZNF408,DDC,CSTL1,OR2F1,C12orf50,SH3YL1,SNUPN,COL25A1,HPS4,ZFPM1,OAS2,TUBA1C,OR8K5,THSD3,ATP6V0C,RAB22A,AP1B1,CTAGE6,C6orf26,ESR1,UPK3B,ROBO4,TMEFF1,KIAA1279,ZFP36L1,GRINA,YTHDF3,TMCC1,UBE1DC1,C6orf15,PDE6A,PEO1,TMEM52,PARP1,GSS,RDH11,STXBP1,ACLY,TMSB10,TUBB,LIPK,HRC,C20orf111,OMA1,NCAPH2,GPX2,BPY2C,ZNF324,CDC27,CCNB2,CNOT7,BIRC3,GAL3ST3,PLEKHM1,SPOCD1,PENK,TAS2R9,BRCA_Subtype_PAM50
-0.83075,0.21675,2.9595,0.16425,-1.154,-3.187125,0.801666666666667,0.623,-0.398,2.5895,-2.6,-0.02325,-0.95475,-0.565,-0.09525,0.262,0.8590000000000001,-0.0953333333333333,-0.5145,-0.1005,-5.16616666666667,0.1985,-2.4621,-1.2365,-0.1315,-0.90575,2.4156666666666697,0.39375,0.000199999999999997,0.19825,-1.87425,-4.20675,0.4485,0.515,-0.939,0.238875,0.181,-0.486,-0.9641,-2.06616666666667,-0.3741666666666671,-0.4293333333333329,-0.32875,0.0168333333333333,-4.76175,0.30475,-0.128,0.0141666666666667,0.7845,1.1449,-0.7166,0.6854,1.12,2.46725,-1.1265,0.0365,-2.57375,1.036375,0.5363333333333329,0.666166666666667,0.2285,-2.3085,4.78391666666667,0.0538333333333333,3.12533333333333,-2.9755,0.71375,-0.0117,1.857,-0.778,0.419,-0.7515,-0.150833333333333,-0.3355,-0.795166666666667,-0.4371666666666671,-0.0145,0.68825,-1.29066666666667,-1.8429,-0.806625,0.32564285714285696,-0.9413125,0.174,-1.051,1.0275,1.0015,-0.4556666666666671,-3.422,-0.009499999999999979,0.317,0.093,-1.87833333333333,-0.4969285714285711,0.5258333333333329,-1.4945,0.0406666666666667,-0.917333333333333,-0.5845,0.457,3
-1.91,0.13325,1.0045,-0.1365,-1.5514,-0.99,1.203,1.0635,-1.1085,3.252875,-3.47625,0.03,0.45775,0.96025,0.38275,0.969125,2.8516666666666697,-0.6095,-0.152,0.18983333333333305,-5.9795,0.23725,0.2475,-1.3435,-0.62675,-0.25875,2.4975,-0.4965,0.1435,-0.031,-1.838,-5.73225,-0.0568333333333333,0.3815,-0.488,1.36775,-0.528,-0.27975,-0.9917,-1.67633333333333,-0.941,-1.29016666666667,-0.1495,0.4001666666666671,-5.59775,0.30125,-0.03675,-0.4183333333333329,0.626125,0.0958,-1.3065,-0.7728,0.2215,2.7245,-0.1085,0.26,-2.9295,0.558375,0.304916666666667,0.962833333333333,0.736,-2.822,4.39425,-0.252166666666667,2.9621666666666697,-1.96675,1.118,0.1654,2.342,1.843,0.8656666666666658,-0.7445,0.141,-0.49125,-0.4253333333333329,0.00583333333333334,-0.8255,-0.173,-0.761333333333333,-1.5948,0.286875,0.516785714285714,-0.3676875,-0.509,-1.5335,1.06666666666667,1.5135,-0.614333333333333,-3.59825,0.7665,0.29975,-1.4315,-1.19022222222222,-0.18385714285714305,-0.945833333333333,-0.1475,-0.132333333333333,-1.215,1.5235,0.534,3
-3.62266666666667,0.227666666666667,-0.318,-0.38075,-0.7098,-0.8275714285714291,1.18883333333333,0.708,-2.359,2.875125,-3.7805,-0.34175,0.13699999999999998,0.12425,-0.03775,-0.196,1.0415,-1.03333333333333,-0.5905,0.203,-5.07133333333333,-0.558625,-2.0283,-1.529,-0.188375,0.04275,1.7158333333333302,-0.467875,0.3175,0.348875,-1.6355,-5.5655,0.573833333333333,0.036000000000000004,0.5133333333333329,0.952875,-1.4745,-0.078,-1.1346,-4.5115,-0.6596666666666671,0.2695,-0.557,-0.207833333333333,-5.46525,-1.08725,1.6469999999999998,0.19783333333333306,1.625875,0.4967,-0.863333333333333,-0.9919,0.831125,1.70466666666667,-1.51042857142857,0.3755,-2.5785,0.7615,0.064,0.941833333333333,0.359,-2.2121666666666697,4.78766666666667,0.0616666666666667,3.25633333333333,-2.1385,1.431,0.5831,1.7985,1.41775,1.089,-0.4725,0.032,-0.89875,0.429,0.7908333333333329,-0.312,-0.47,-0.6205,-2.4936,0.45975,-0.156857142857143,-0.367375,-0.341,-1.6555,0.0625,0.664,0.22016666666666695,-3.380875,2.0615,0.6225,-0.943,-1.73444444444444,-0.6867142857142859,0.458,0.2315,-0.0878333333333334,-1.5201666666666698,0.2284,0.5135,3
-2.5155,0.90025,-0.2055,0.9825,-0.4321,-2.440125,0.9305,0.7465,0.32025,3.25525,3.3315,1.36525,0.16375,0.217,0.23425,0.274875,0.9695,0.31,0.488,-0.4195,-5.85283333333333,-0.021375,-2.1086,-1.16525,-0.804625,0.0755,1.79316666666667,0.08199999999999999,0.9997,0.655125,-0.8325,-4.9305,-0.0941666666666667,0.3395,-0.5303333333333329,1.06775,-0.7505,0.03775,-1.2043,-1.7405,-0.228,0.4578333333333329,-0.60675,-0.27433333333333304,-5.8695,0.188,-0.74625,-0.151,0.4555,0.1814,-1.4289,-0.5681,0.535125,1.97016666666667,-0.627285714285714,0.0535,-2.34725,0.399125,0.692833333333333,0.759833333333333,0.532,-2.64333333333333,3.26066666666667,-0.4256666666666671,3.437,-1.59125,0.1755,0.7462,1.63,1.1885,0.0248333333333333,-0.7105,0.165,-0.7365,-1.2315,-1.10983333333333,-0.058,0.14275,-0.461,-1.25,0.879875,0.248785714285714,-0.9235,1.4665,-0.72375,0.119666666666667,-0.218,-0.504666666666667,-2.925625,0.104,0.2825,0.455,-1.92355555555556,-0.4537142857142861,-0.30016666666666697,-0.135,0.825333333333333,0.637833333333333,-0.6605,-0.071,3
-2.10975,-0.1755,1.5225,1.21375,-1.0495,-2.778125,1.3405,0.4715,-0.4595,2.866375,-2.2535,0.29600000000000004,0.67425,0.2025,0.777,-0.081125,1.4491666666666698,0.481,-0.4505,-0.4868333333333329,-5.23583333333333,-0.0031249999999999893,-2.0486,-1.50925,0.855875,-0.0775,1.5993333333333302,0.0077500000000000294,0.7172,0.421,-1.63975,-4.25425,0.5316666666666671,0.748,-0.6920000000000001,0.694875,-1.4785,0.145,-1.6417,-2.87516666666667,-0.905,0.354,-0.2455,-0.19033333333333305,-5.6179999999999986,0.462,0.13325,0.269,0.3195,0.3831,-0.7652,-0.9273,0.81075,1.3606666666666698,-0.7077142857142859,0.746,-2.5810000000000004,1.404,0.29375,0.40783333333333294,0.1805,-2.6298333333333304,3.839,-0.346333333333333,3.2093333333333303,-3.3225,1.16325,1.2217,1.7205,0.63825,0.42875,-0.7675,1.1915,-0.597,-0.594666666666667,0.18116666666666695,-0.83875,0.4535,-0.162333333333333,-1.1776,-0.3855,0.119142857142857,-0.7145625,0.3065,-1.6935,-0.0693333333333333,0.5755,-0.689833333333333,-3.5580000000000003,-0.0615,0.7120000000000001,-1.025,-2.06366666666667,-1.04457142857143,-1.681,0.4575,0.892666666666667,0.4166666666666671,-1.2485,0.261,2
-3.717,0.25,0.6065,0.638,-1.9028,-1.315125,0.4471666666666671,0.872,-1.369,3.435125,-2.96725,-0.11425,-0.1315,0.2225,0.477,0.703875,3.767,0.0565,-0.5589999999999999,-0.2415,-6.3020000000000005,-0.52825,-0.8443,-2.096,0.7055,-0.5595,2.5193333333333303,-0.087625,0.9013,1.864875,-2.53925,-5.495,-0.120833333333333,0.374,-0.6305,2.884625,-1.215,-0.06225,-1.5984,-2.7175,0.085,-0.642666666666667,0.89525,-0.133,-7.2735,1.749,-0.138,-0.021,0.627,0.4313,-1.4257,0.0094,0.38,1.473,-1.07357142857143,-0.305,-3.61375,0.54425,0.5135,-0.4876666666666671,0.664,-1.65483333333333,3.74716666666667,-0.4066666666666671,3.08383333333333,-2.8405,1.10675,1.3703,0.2645,0.19425,0.867583333333333,-1.147,0.0936666666666667,0.104,-0.9066666666666672,-0.8255,0.15825,-0.78825,-0.695833333333333,-1.5747,-0.461125,0.156857142857143,-1.1688125,0.3075,-1.78375,0.1955,1.2135,-0.730833333333333,-3.855375,-0.18,0.6675,-0.835,-2.4273333333333302,0.197714285714286,-0.0101666666666667,-0.4855,0.6505,-0.928333333333333,-1.04633333333333,0.4345,2
-2.2405,0.54,0.59,0.08925,-0.7663,-0.826875,1.17516666666667,0.14,-0.27125,2.581625,-1.801,0.11425,-0.03,0.20225,1.25925,0.040625,0.8009999999999999,0.611666666666667,-0.6725,-0.0638333333333333,-4.35683333333333,0.298625,0.0905,-0.8,-0.18875,-0.557,2.57016666666667,-0.198125,0.5223,0.682375,-0.05425,-4.07325,0.29616666666666697,0.5605,-1.10266666666667,0.371,0.2145,-0.1935,-1.2025,-2.31116666666667,-1.49716666666667,-1.6996666666666698,0.42475,0.4666666666666671,-4.2995,-0.34975,-0.052000000000000005,0.5361666666666671,1.568625,-0.9825,-0.8365555555555559,-1.1567,0.721875,2.53758333333333,-0.4781428571428571,0.0945,-2.1935,0.653875,0.011,1.21566666666667,0.4335,-2.5155,3.39941666666667,-0.310833333333333,3.71366666666667,-2.66225,0.3125,0.2767,2.0395,1.073,-0.03675,-0.8505,-0.155666666666667,-0.4595,0.0698333333333333,-0.273666666666667,-0.92325,0.09325,-0.210833333333333,-1.6193,0.213125,0.4983571428571429,-0.2816875,0.0745,-0.64025,0.0835,0.1365,-0.0443333333333333,2.025,0.7415,0.41875,-0.652,-2.00555555555556,0.0775,-1.837,-1.208,0.3776666666666671,-0.964,1.51866666666667,0.5405,3
-3.5645,0.854333333333333,0.804,-0.023,-0.741,-2.44328571428571,0.641833333333333,-0.195,-0.04175,3.21575,-2.99925,-0.38275,0.44175,-0.08925,-0.28600000000000003,-0.091625,7.59766666666667,-0.602166666666667,0.255,-0.009833333333333341,-5.41466666666667,1.033375,-1.8055,-1.2205,0.215875,0.273,1.16716666666667,-0.49025,0.8731,-0.093,-1.561,-3.74125,0.2815,0.2325,-0.06325,2.4905,-1.1325,-0.36325,-0.8264,-1.689,-1.4113333333333302,-2.5785,0.22275,0.0716666666666667,-1.7175,-0.4715,-0.8,1.1028,1.73675,-0.6595,-0.9934444444444448,-0.6596,0.872875,3.33075,-0.34642857142857103,1.351,-3.26375,1.03775,0.1155,1.39416666666667,0.87,-2.7946666666666697,-2.1058333333333303,-0.22416666666666696,3.87933333333333,-3.42525,1.06325,0.5201,0.7385,0.23675,0.4300833333333329,-0.405,-0.2225,-0.4370000000000001,-0.23233333333333306,-0.3455,-1.3295,-0.5770000000000001,-1.1375,-1.8195,-0.638,1.11507142857143,-0.7226875,1.2005,-1.63775,-0.197666666666667,0.335,-0.3235,-2.722375,0.171,0.14225,-1.827,-1.32266666666667,0.3728571428571429,0.4045,-1.0,0.167333333333333,-0.8079999999999999,-0.8094,0.0635,1
-1.51375,0.1905,0.3235,1.47775,-0.7616,-3.30425,0.7183333333333329,1.2285,-2.41375,1.70625,-2.23125,1.43375,1.3925,-0.745,-0.038,0.299375,-0.340666666666667,0.340833333333333,0.236,-0.778333333333333,-5.04433333333333,-0.052625,-3.51,-1.1025,0.0875,-0.09525,2.1378333333333304,-0.00937500000000002,-0.5413,0.34825,-1.68675,-3.9725,0.4455,0.7685,-0.982333333333333,0.340625,-0.7175,-1.20625,-0.7385,-3.4795,-0.578333333333333,-0.5088333333333329,-1.06325,0.316666666666667,-6.516,0.106,-0.10125,-0.00833333333333334,1.7280000000000002,0.2133,-0.960333333333333,-0.2934,1.24525,2.21633333333333,-1.3812142857142902,0.626,-2.919,0.6675,0.3549166666666671,0.652,0.5745,-2.583,4.00733333333333,0.00700000000000002,3.379,-3.90125,0.8655,0.6944,1.3735,1.01325,-0.092,-0.6635,-0.351333333333333,-1.14375,-1.05583333333333,0.692833333333333,-0.62775,-0.4255,-0.861166666666667,-1.3271,-0.48125,0.5721428571428571,-1.0195,0.1325,-1.8265,1.7505,0.6675,0.3626666666666671,-3.652375,0.3875,0.22875,-0.7665,-2.67777777777778,0.341,1.54783333333333,0.161,0.4136666666666671,-0.652,-0.4595,0.28300000000000003,3
-1.5930000000000002,-0.31475,0.449,0.80325,-0.6373,-1.38375,1.21883333333333,0.3245,-1.757,3.661,-2.386,0.40475,0.464,0.638,0.4465,0.447125,1.88,0.130333333333333,-0.1295,-0.560666666666667,-5.9155,0.055375,0.06,-1.751,-0.3745,0.45275,1.02116666666667,-0.43575,0.4876,0.857625,-1.621,-5.01925,0.27633333333333304,-0.058,0.0465,2.864125,-1.227,0.28525,-1.0926,-3.29116666666667,-0.18316666666666695,-1.7151666666666698,0.58275,-0.5246666666666671,-5.6705,0.41775,0.4515,0.5493333333333329,0.129875,-0.5218,-1.5578,0.0149,0.604,2.2706666666666697,-0.541,-0.3145,-2.959,0.253625,0.558166666666667,0.9865,0.1135,-3.0456666666666696,4.92641666666667,0.0133333333333333,3.4655,-3.1385,0.88975,1.4681,1.2895,0.37075,0.3871666666666671,-1.1455,0.103333333333333,-0.41175,-1.18183333333333,-0.9135,0.16399999999999998,0.241,-0.608666666666667,-1.5262,-0.252125,0.188428571428571,-0.9081875,-0.6135,-1.4845,0.153,1.0,-0.135833333333333,-3.543625,-0.068,0.3915,-0.645,-2.2733333333333303,0.3608571428571429,0.2755,-0.0985,0.4603333333333329,-1.3648333333333302,-0.7786666666666671,-0.09,2
-2.926,0.14725,1.0955,-0.972,-1.0949,-1.4765,0.742,0.3435,-1.76825,2.665375,-2.58725,-0.236,-0.145,0.218,-0.1495,0.5145,2.11133333333333,0.107166666666667,-0.7875,-0.16016666666666698,-5.30416666666667,0.0335,-2.4788,-1.97025,0.381375,-0.15625,1.30316666666667,-0.317625,0.0531,0.6575,-1.7845,-4.46075,-0.07400000000000001,0.329,-0.60925,1.62775,-1.0035,-0.4325,-1.2798,-2.7960000000000003,0.434,-0.603666666666667,-0.05675,-0.1325,-5.641,0.215,-0.0605,0.3275,1.16475,0.3809,-1.1338,-0.5026,0.695875,1.32008333333333,-1.14807142857143,0.302,-2.77375,0.266625,0.29675,0.23166666666666694,0.194,-2.26216666666667,4.87116666666667,-0.248,2.9713333333333303,-2.85625,1.003,1.2771,1.0485,0.26975,0.806583333333333,-0.6145,-0.228666666666667,-0.0805,-0.960833333333333,-1.03066666666667,-0.63475,-0.84325,-0.1515,-2.0343,-0.363875,-0.14307142857142902,-0.91325,0.4335,-1.5445,0.5071666666666671,0.4745,-1.4173333333333302,-3.51825,0.1115,0.71525,-1.1435,-2.97377777777778,0.7145,-1.04783333333333,-0.638,0.242,-1.7418333333333302,-0.7875,-0.001,2
-2.47525,0.19525,0.9515,-0.21025,-1.089,0.780375,0.0333333333333333,0.85,-0.866,2.295125,-2.556,0.15,0.4995,0.59325,0.5755,-0.1075,5.14016666666667,-0.0855,-1.304,-0.298333333333333,-5.388,-0.203875,-0.4309,-1.446,1.146625,-0.4395,1.07933333333333,-0.232375,-0.0213,0.34185714285714297,-2.116,-5.244,0.100166666666667,0.457,-0.5255,2.7185,-1.6885,1.16275,-1.4117,-0.5153333333333329,-0.6955,-1.4165,1.08125,0.418,-5.397,0.0805,0.9345,0.108,0.80825,0.2787,-0.9535,-0.7908,0.708375,1.80675,-1.31407142857143,1.039,-2.7815,0.230125,0.26633333333333303,-0.17666666666666694,-0.1915,-1.932,3.37958333333333,-0.3976666666666671,3.56633333333333,-2.8295,0.75275,1.556,1.6085,0.70375,0.1275,-1.1125,0.830833333333333,-0.71,-0.682333333333333,-0.898333333333333,-1.0275,-0.52775,-0.803333333333333,-1.4177,-0.7695,-0.18114285714285694,-0.7665625,0.923,-1.2575,0.125166666666667,0.56,-0.4996666666666671,-1.164375,0.326,0.657,-0.5385,-2.0833333333333304,0.136928571428571,-1.25133333333333,0.5385,0.0266666666666667,-0.974833333333333,1.0125,0.058,2
-2.1665,1.01875,0.3775,0.5275,-1.9114,-1.684875,1.07283333333333,0.09,-1.265,2.939125,-2.91375,0.17875,0.4365,0.337,-0.14525,0.6115,4.35833333333333,0.0478333333333333,0.1175,-0.68,-5.58033333333333,-0.103125,-2.2628,-1.6615,-0.2895,0.35125,1.47,0.073375,0.1765,0.412875,-1.90525,-3.8495,0.632,0.7195,-0.53,3.657625,-1.2025,-0.5055,-1.2279,0.005,-0.337333333333333,-1.53116666666667,-0.19725,0.608666666666667,-5.3875,-0.07825,1.07575,-1.05983333333333,1.06875,0.0803,-1.5246,-0.4717,1.015875,1.92736363636364,-0.8555,2.279,-2.6775,0.398875,0.798416666666667,0.388,0.861,-2.1963333333333304,2.52491666666667,-0.347666666666667,3.78883333333333,-2.1735,0.33625,1.0921,1.2185,0.4425,0.31925,-1.0215,0.29216666666666696,-1.39,-1.1045,-1.22416666666667,-0.07525,-0.52075,-0.692333333333333,-1.9266,-0.2,1.128,-0.9541875,-0.4805,-1.46175,-0.0218333333333333,0.912,-0.813166666666667,-2.444625,0.171,0.75375,-0.943,-3.172,0.3601428571428571,0.3598333333333329,-0.4765,0.3643333333333329,-0.605833333333333,-0.4941666666666671,0.418,2
-2.67025,0.3795,1.5115,0.24375,-1.1552,-2.703625,0.611666666666667,-0.3965,1.68525,3.08075,-2.4215,0.30275,0.585,-0.418,0.3635,-0.28475,1.7619999999999998,-0.983666666666667,0.0615,-0.797333333333333,-4.42883333333333,-0.457375,-1.4764,-0.87325,0.12475,1.0985,0.915333333333333,0.2975,0.991,-0.05075,-1.067,-2.41375,0.34,0.8495,0.024,1.861625,-1.4495,0.53675,-1.1503,-2.52516666666667,-1.15316666666667,0.7909999999999999,-0.115,0.302833333333333,-5.96325,-0.0305,0.196,0.319166666666667,0.785625,-0.3183,-1.0791,-1.1553,1.446375,2.91458333333333,-0.5660000000000001,0.5205,-2.129,0.89825,0.700916666666667,0.5145,0.0655,-2.38833333333333,-1.3998333333333302,1.339,3.47216666666667,-2.327,0.40925,1.0496,1.5175,0.53275,-0.316166666666667,-0.6195,-0.0936666666666667,-0.36875,-1.503,-0.40683333333333294,-1.23875,-0.013,-0.740833333333333,-1.7563,-0.910875,1.13092857142857,-0.8513125,0.2315,-1.78775,0.795833333333333,0.521,-0.4276666666666671,-0.947625,0.458,1.25175,-0.8565,-2.08411111111111,-0.27614285714285697,0.909166666666667,-0.1975,0.3175,0.0285,-0.3675,-0.173,1
-2.6905,-0.14800000000000002,0.0285,-0.82225,-1.39,-1.864375,0.627,-1.1975,-1.5925,3.32075,-2.6785,-0.0845,-0.0625,0.54375,0.85675,0.35275,-0.306666666666667,0.1305,-0.4385,-0.369,-5.60433333333333,-0.606,-0.4068,-1.223,0.01325,-0.11775,1.33933333333333,-0.057875,0.8028,0.22375,-1.585,-4.763,0.0185,0.363,0.11025,0.91475,-1.2105,-0.05025,-0.7456,-3.58916666666667,-0.563833333333333,-0.3873333333333329,-1.6235,0.2415,-5.2445,0.219,0.16925,-0.166833333333333,-0.29625,-0.00900000000000001,-1.2566,-0.5442,0.5985,1.86325,-0.778142857142857,0.3505,-2.72325,0.487625,0.752,0.3831666666666671,0.3855,-2.4730000000000003,4.62866666666667,-0.0921666666666667,3.025,-2.5815,0.000999999999999987,1.2041,1.2815,0.8055,0.4835,-0.9965,-0.0701666666666667,-0.3845,-0.5101666666666671,-0.5255,-0.26375,-0.53925,-0.341833333333333,-1.9771,-0.455125,-0.282785714285714,-0.862375,0.3815,-2.08975,1.22666666666667,0.1345,-0.3801666666666671,-3.77525,0.235,1.15725,-0.649,-2.26811111111111,0.4254285714285711,-0.9895,-0.332,0.3843333333333329,0.0121666666666667,-1.55733333333333,-0.0125,2
-2.3405,0.004500000000000021,0.2765,0.4555,-2.5980000000000003,0.08900000000000001,0.3005,-0.0825,-1.4369999999999998,2.751625,-2.857,-0.102,0.32299999999999995,0.39075,0.282,0.716375,4.91583333333333,0.511,-0.966,-0.4873333333333329,-5.3020000000000005,-0.03425,-2.5855,-1.97525,0.0455,-0.99675,2.975,-0.0255,0.0123,0.491625,-1.62675,-5.01725,0.0831666666666667,0.405,-0.46225,0.98925,-1.1625,-0.59225,-1.3952,0.029,0.828,-1.27416666666667,-0.117,-0.559166666666667,-4.53575,-0.02475,0.284,0.17016666666666694,1.70075,0.7733,-0.951,-0.4663,0.105875,0.4008333333333329,-0.9685714285714292,0.0675,-3.1665,0.7695,0.24475,-0.2145,1.0455,-2.39266666666667,5.27958333333333,-0.4435,2.75266666666667,-2.0380000000000003,0.41,1.3919,0.7565,1.0465,0.762916666666667,-0.7205,0.61,-0.15875,-0.179333333333333,-0.2811666666666669,0.05475,-0.71375,-1.13133333333333,-2.2718,0.277875,1.04414285714286,-0.98425,0.0285,-2.197,0.23033333333333306,1.104,-0.928666666666667,-3.41925,-0.0060000000000000105,0.48725,-0.2525,-2.35077777777778,0.7455714285714291,-3.45183333333333,-0.441,0.276166666666667,-0.23966666666666694,-0.6065,0.358,2
-3.51475,-0.3355,0.588,0.1655,-1.4697,-0.924375,1.263,0.1765,-1.97475,3.582625,-2.9025,0.88025,0.47225,0.1715,0.252,0.6920000000000001,0.58,-1.808,-0.1155,-0.5625,-5.86533333333333,-0.05475,-1.4404,-1.36925,0.191125,0.2315,4.0161666666666695,0.071375,1.0062,1.40125,-1.928,-5.11025,0.3672,0.4755,-1.09775,0.68475,-1.027,0.30225,-1.3530000000000002,0.829333333333333,-0.9855,0.882333333333333,0.2565,0.0758333333333333,-6.44275,-0.05375,-0.127,-0.055,0.9165,-0.2591,-1.1566,-0.00339999999999999,0.72,2.09833333333333,-0.726857142857143,-0.6365,-2.8710000000000004,0.84675,0.4295,1.13983333333333,0.7,-2.61533333333333,4.87691666666667,-0.2675,3.4981666666666698,-2.531,0.40175,1.527,1.284,0.31375,0.993333333333333,-0.6395,-0.2475,-0.22725,-1.45866666666667,0.309833333333333,-1.3395,-0.5625,-0.18483333333333304,-1.2535,0.126,-0.6077857142857139,-0.843875,0.3415,-2.10025,0.0286666666666667,0.276,-0.355,-3.93275,0.1925,0.25,-1.2615,-2.61866666666667,0.18935714285714306,-0.5148333333333329,-0.1315,0.298833333333333,-0.96,-0.731333333333333,0.4555,2
-1.0515,0.33375,1.5319999999999998,0.06175,-1.0971,-2.075875,1.05433333333333,-0.617,-0.86225,3.72775,-2.0763333333333303,0.09875,0.091,-0.18725,-0.271,0.103625,0.804,-0.3633333333333329,-0.515,-1.251,-4.52366666666667,-0.291875,-1.4505,-1.46375,-0.3105,-0.13725,1.75316666666667,0.165125,1.7691,0.110375,-0.9645,-3.698,0.5223333333333329,0.7975,0.3055,1.289125,-1.392,1.211,-1.7279,-2.1328,-0.325,-1.535,-0.29,-0.1765,-4.53,-0.25525,-0.2505,0.580333333333333,0.93925,0.0344,-0.7302,-0.5946,0.744125,2.0248333333333304,-1.125,0.8565,-2.3205,0.298,0.39625,0.148833333333333,0.1105,-2.2245,4.02208333333333,-0.137833333333333,3.10066666666667,-1.2185,1.11025,1.2984,1.402,0.49425,0.116909090909091,-0.4215,1.12983333333333,-0.1355,-0.983166666666667,-0.715,-0.9765,-0.09475,-0.594666666666667,-1.4641,-0.311375,0.554428571428571,-1.23775,-0.0525,0.327,0.431,0.2475,-0.3701666666666671,-3.089875,0.073,0.0355,-0.5295,-2.31422222222222,0.7790714285714291,-2.26066666666667,-0.3255,0.26183333333333303,-0.23466666666666694,0.175,0.3315,2
-2.25575,0.0735,1.031,-0.61375,-1.6888,-0.2545,0.7395,0.5825,-1.93,2.87875,-3.57025,0.8615,0.45875,0.983,0.11275,0.113375,1.7363333333333302,-0.824333333333333,-0.6395,-0.0895,-6.28883333333333,-0.16075,-1.9331,-1.8915,-0.165875,-0.84825,1.4623333333333302,-0.861,-0.3461,-0.153625,-2.22275,-5.28125,-0.0401666666666667,-0.052000000000000005,-0.348,1.8495,-0.9795,-1.24175,-0.9527,-1.9655,0.254333333333333,-2.321,-0.88875,0.157333333333333,-5.23975,0.125,0.338,0.348166666666667,1.3205,0.2248,-1.4658,0.0411,-0.157875,1.77258333333333,-0.19,1.1395,-3.7595,0.278375,0.7253333333333329,0.2835,0.7245,-3.0393333333333303,4.526,-0.4941666666666671,3.4101666666666697,-2.3695,0.679,0.407,2.477,2.10475,0.5625,-0.3565,-0.111833333333333,-0.50975,0.3225,-1.3115,0.915,-0.5945,-0.929333333333333,-2.2430000000000003,0.05375,-1.15142857142857,-0.6083125,0.321,-2.2715,0.551333333333333,0.6735,-0.101833333333333,-3.920625,-0.607,1.0745,-2.0425,-1.60511111111111,0.0287142857142857,-1.4655,-0.262,-0.178333333333333,-1.12216666666667,-1.05425,0.6545,3
-2.199,0.063,2.4745,0.2155,-0.5741,-2.11725,0.6648333333333329,0.1855,-2.06375,3.64675,-3.089,0.17825,0.4355,0.2955,-0.12875,0.668125,2.74066666666667,0.5191666666666671,0.42,-0.158333333333333,-6.112,-0.131375,-1.881,-1.47175,-0.369875,0.524,2.09183333333333,0.086375,1.6323,0.644125,-1.6415,-5.80675,0.211,0.5255,-0.42275,0.917125,-1.004,0.18475,-0.6624,-1.6936666666666698,-0.9158333333333328,-0.920333333333333,0.90875,0.0075,-5.834,-0.0515,-0.07375,-0.3681666666666671,1.046125,0.0852,-1.244,-0.3114,0.4575,1.61383333333333,-0.750071428571429,0.4095,-2.97225,0.98675,0.21625,0.596666666666667,1.392,-2.2548333333333304,3.2820833333333304,-0.4463333333333329,3.84883333333333,-1.86475,1.724,0.4938,0.481,-0.06325,1.28091666666667,-1.1205,-0.17166666666666694,1.93625,-0.422,-0.870666666666667,-0.5215,-0.25975,-0.867,-1.2747,0.494625,0.769785714285715,-0.4885625,-0.42,-0.623,-0.00483333333333334,0.2225,-0.265166666666667,1.520375,-0.2555,0.40775,-0.7625,-2.32722222222222,-0.0756428571428571,-0.3075,-0.2655,1.16,0.0356666666666667,-0.9955,-0.00799999999999999,2
-2.12025,0.7515,0.486,-0.4125,-2.1218,-2.884125,1.28683333333333,-0.1675,-0.90475,3.005,-2.32525,1.35825,0.02325,0.629,-0.018000000000000002,0.10675,2.53,-0.00300000000000001,-0.5235,-0.425,-5.8855,-0.154625,-0.3886,-1.43325,-0.064375,0.16575,1.99066666666667,-0.088875,0.4946,0.289875,-1.069,-5.32375,0.6875,0.622,-0.883,1.034125,-0.7805,0.20125,-0.9222,-2.7478333333333302,-0.983166666666667,-0.148166666666667,0.2,0.4701666666666671,-5.9289999999999985,0.304,-0.11775,0.348166666666667,1.296,0.1122,-1.2678,0.0266,0.8495,2.7960000000000003,-1.38285714285714,0.613,-2.53525,0.495375,-0.21275,0.988,0.932,-1.7656666666666698,4.57475,-0.257166666666667,3.22033333333333,-2.4825,1.25175,0.5453,1.516,-0.40075,0.5645,-0.878,0.181833333333333,-0.54475,-0.21516666666666695,0.3948333333333329,-1.13175,-0.57825,-1.30416666666667,-1.7686,-0.515875,0.7363571428571429,-0.71925,-0.388,-1.98775,-0.028,-0.2325,-0.4678333333333329,-3.762875,-0.0515,0.5920000000000001,-2.1425,-2.56977777777778,0.217071428571429,0.669,0.2335,0.319833333333333,-0.706833333333333,0.0381666666666667,0.5055,2
